brand,name,price,rating,ingredients,contains_parabens
Exuviance,Age Less Everyday,46.0,4.3,"Aqua/water/eau, C12-15 Alkyl Benzoate, Gluconolactone, Butylene Glycol, Dimethicone, Tridecyl Salicylate, Glyceryl Stearate, PEG-100 Stearate, Dimethicone PEG-7 Phosphate, Ethoxydiglycol,propylene Glycol, Lactobionic Acid, Polyacrylamide, Tocopheryl Acetate, Syringa Vulgaris (lilac) Leaf Cell Culture Extract, Aloe Barbadensis Leaf Extract, Cucumis Sativus (cucumber) Fruit Extract, Althaea Officinalis Root Extract, Chamomilla Recutita (matricaria) Flower Extract, Rosmarinus Officinalis (rosemary) Leaf Extract, Vitis Vinifera (grape) Seed Extract, Sodium Hyaluronate, Glycerin, Maltodextrin, Polysorbate 20, Cetearyl Alcohol, Xanthan Gum, Disodium EDTA, Sodium Citrate, Citric Acid, Laureth-7, Ammonium Hydroxide, Magnesium Aluminum Silicate, C13-14 Isoparaffin, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Yellow 5(CI 19140), Red 4 (CI 14700).",0
Origins,Plantscription Powerful Lifting Cream,65.0,3.9,"Water\Aqua\Eau, Butylene Glycol, Caprylic/Capric Triglyceride, Ethylhexyl Hydroxystearate, Glycerin, Dimethicone, Squalane, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, Stearic Acid, Lauryl Lactate, Hydrogenated Palm Glycerides, Cetyl Ethylhexanoate, Glyceryl Polymethacrylate, Anogeissus Leiocarpus Bark Extract, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Linalool, Citronellol, Limonene, Geraniol, Menyanthes Trifoliata (Buckbean) Leaf Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Centaurium Erythraea (Centaury) Extract, Triticum Vulgare (Wheat) Germ Extract, Commiphora Mukul Resin Extract, Vitis Vinifera (Grape) Seed Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Rubus Idaeus (Raspberry) Leaf Extract, Acetyl Hexapeptide-8, Lavandula Angustifolia (Lavender) Flower Wax, Butyrospermum Parkii (Shea Butter), Mangifera Indica (Mango) Seed Butter, Caffeine, Cholesterol, Elaeis Guineensis (Palm) Oil, Sodium Hyaluronate, Tocotrienols, Linoleic Acid, Salicylic Acid, Arginine, Phospholipids, Phytosterols, Aminopropyl Ascorbyl Phosphate, Glycine Soja (Soybean) Protein, Squalene, Myristyl Myristate, Trehalose, Caprylic/Capric/Myristic/Stearic Triglyceride, Peg-100 Stearate, Carbomer, Cetearyl Glucoside, Hydrogenated Lecithin, Caprylyl Glycol, Tocopheryl Acetate, Tocopherol, Tromethamine, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0
Aveeno,Positively Radiant Sheer Daily Moisturizer SPF 30,19.99,4.5,"Active Ingredients: Avobenzone (1.5%), Homosalate (5%), Octisalate (4%), Octocrylene (6%) Purpose Sunscreen

Inactive Ingredients: Water, Caprylyl Methicone, Glycerin, Methyl Methacrylate Crosspolymer, Glycine Soja (Soybean) Seed Extract, Sodium Acryloyldimethyltaurate/VP Crosspolymer, Pentylene Glycol, Hydroxyacetophenone, Fragrance, Phenoxyethanol, Glyceryl Stearate, Polyacrylate-13, Chlorphenesin, Tocopheryl Acetate, Steareth-21, Polyisobutene, Disodium EDTA, Silica, Polysorbate 20, Sodium Hydroxide, Titanium Dioxide, Mica.",0
Ahava,Essential Day Moisturizer Normal to Dry,46.0,4.6,"Aqua (Mineral Spring Water), Ethylhexyl Palmitate, Isopropylmyristate, Glyceryl Stearate, Cetyl Alcohol, Propanediol (Corn derived Glycol), Alanine, Creatine, Glycerin. Glycine, Magnesium Aspartate, Saccharide Hydrolysate, Urea, Ethylhexyl Methoxycinnamate, Peg-40 Stearate, Sorbitan Tristearate, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Maris Sal (Dead Sea Water), Aloe Barbadensis Leaf Juice, Dimethicone, Allantoin, Fragrance, Tocopherol (Vitamin E), Butylphenyl Methylpropional, Coumarin, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool.",0
Perricone MD,Essential Fx Acyl-Glutathione Rejuvenating Moisturizer,98.0,4.5,"This item is not eligible for coupon discounts. See
Opens in a new window
ulta.com/coupons for details.",0
Garnier,Green Labs Canna-B Pore Perfecting Serum Cream Fragrance Free SPF 30,21.99,4.5,"Active: Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 7.20%. Inactive: Water, Glycerin, Dimethicone, Silica, Niacinamide, Cannabis Sativa Seed Oil, Peg-100 Stearate, Glyceryl Stearate, Dicaprylyl Carbonate, Tocopherol, Sodium Hydroxide, Stearic Acid, Phenoxyethanol, Steareth-100, Palmitic Acid, Ammonium Polyacryloyldimethyl Taurate, Dimethicone/Vinyl Dimethicone Crosspolymer, Xanthan Gum, Capryloyl Salicylic Acid, Caprylyl Glycol, Myristic Acid, Disodium Edta F.I.L. D256485/3.",0
Formula 10.0.6,Picture Perfect Day Moisturizer SPF 15,7.49,3.8,"Active: Avobenzone 2.0%, Octocrylene 6.0%, Salicylate 3.0%. Inactive: Water (Aqua), Glycerin, Dimethicone, Ceteth-20, Triacontanyl Pvp, Sorbitan Stearate, Phenoxyethanol, Sodium Hydroxide, Carbomer, Caprylyl Glycol, Fragrance, Sodium Pca, Ethylhexylglycerin, Chamomilla Recutita (Matricaria) Flower Extract, Psidium Guajava Fruit Extract, Ascorbyl Palmitate, Disodium Edta. R06-18.",0
Elizabeth Arden,Eight Hour Cream Skin Protectant Fragrance Free,24.0,4.5,"Petrolatum, Lanolin, Mineral Oil / Paraffinum Liquidum / Huile Minerale, Acacia Decurrens Extract, Dipteryx Odorata Bean Extract, Vanillin, Tocopherol, Tocopheryl Acetate, Bht, Salicylic Acid, Ricinus Communis (castor) Seed Oil, Vegetable Oil / Olus / Huile Vegetale, Zea Mays (Corn) Oil, Benzyl Alcohol.",0
Aveeno,Ultra-Calming Daily Moisturizer SPF 30,19.99,4.2,"Active: Titanium Oxide (4.3%), Zinc Oxide (3%). Inactive: Water, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Glycerin, Styrene/acrylates Copolymer, Isopropyl Myristate, Cetyl Dimethicone, Octyldodecyl Neopentanoate, Glyceryl Behenate, PEG-100 Stearate, Glyceryl Stearate, Benzyl Alcohol, Aluminum Stearate, Arachidyl Alcohol, Ethylhexylglycerin, Polyhydroxystearic Acid, Caprylyl Glycol, Behenyl Alcohol, Alumina, Hydroxyethyl Acrylate/sodium Acryloyldimethyl Taurate Copolymer, Xantham Gum, Citric Acid, Methyldihydrojasmonate, Squalane, Arachidyl Glucoside, Dimethicone, Chlorphenesin, Triethoxycaprylylsilane, Dipropylene Glycol Dibenzoate, Chrysanthemum Parthenium (feverfew) Flower/leaf/steam Juice, PPG-15 Stearyl Ether Benzoate, Acrylates/dimethicone Copolymer, Sodium Citrate, Polysorbate 60, Alpha-isomethyl Ionone (and) Methyl Ionones, Ceramide Np, Avena Sativa (oat) Kernel Extract.",0
Botanics,Simply Calm Hydrating Face Cream,17.99,4.5,"Aqua (Water), Glycerin, Ethylhexyl Palmitate, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-6 Distearate, Cannabis Sativa Seed Oil, Cetyl Alcohol, Caprylic/Capric Triglyceride, Stearic Acid, Phenoxyethanol, Vitis Vinifera (Grape) Seed Oil, Panthenol, Carbomer, Sodium Stearoyl Glutamate, Caprylyl Glycol, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice, Xanthan Gum, Ethylhexylglycerin, Potassium Hydroxide, Sodium Phytate, Citrullus Lanatus (Watermelon) Seed Oil, Hexylene Glycol, Tocopherol, Tetrahexyldecyl Ascorbate, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Lavandula Angustifolia (Lavender) Oil, Cucumis Sativus (Cucumber) Fruit Extract, Theobroma Cacao (Cocoa) Extract, Citrus Nobilis (Mandarin Orange) Peel Oil, Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Oil, Linalool.",0
Formula 10.0.6,Hold Tight Vitamin B Smoothing Daily Primer,15.0,4.7,"Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Dimethicone, Panthenol, Silica, Tocopherol, Glycine Soja (Soybean) Oil, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Aloe Barbadensis Leaf Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Ascorbic Acid, Glycerin, Water, Phenoxyethanol, Potassium Sorbate.",0
Clinique,Dramatically Different Hydrating Clearing Jelly,16.0,4.4,"Water\Aqua\Eau, Propanediol, Glycerin, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Sodium Hyaluronate, Laminaria Saccharina Extract, Pyrus Malus (Apple) Fruit Extract, Caffeine, Lactic Acid, Zinc Pca, Acetyl Glucosamine, Trehalose, Hydroxyacetophenone, Salicylic Acid, Ursolic Acid, Lactobacillus Ferment, Polysorbate 80, Carbomer, Xanthan Gum, Sodium Hydroxide, Disodium Edta, Sodium Citrate, Phenoxyethanol, Blue 1 (CI 42090).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",0
belif,Hungarian Water Essence,42.0,4.4,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Extract, Centella Asiatica Extract, Lavandula Angustifolia (Lavender) Extract, Salvia Officinalis(Sage) Leaf Extract, Melissa Officinalis Leaf Extract, Achillea Millefolium Extract, Peucedanum Graveolens (Dill) Extract, Alchemilla Vulgaris Extract, Rose Extract, Poncirus Trifoliata Fruit Extract, Portulaca Oleracea Extract, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, +Alchemilla Vulgaris Leaf Extract, **Equisetum Arvense Leaf Extract, **Urtica Dioica (Nettle) Leaf Extract, **Plantago Lanceolata Leaf Extract, Sodium Hyaluronate, Cyclopentasiloxane, Triethylhexanoin, Tromethamine, Sclerotium Gum, Ammonium Acryloyldimethltaurate/Vp Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium EDTA, ***Fragrance, Citronnellol, Limonene.

*Napiers Original Formula
**Napiers Aqua Formula
***Fragrances of Natural Origin",0
My Clarins,RE-BOOST Refreshing Hydrating Cream,26.0,4.5,"Aqua/Water/Eau, Caprylic/Capric Triglyceride, Glycerin, Propanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Fruit Juice, Glyceryl Stearate, Peg-100 Stearate, Phenoxyethanol, Cellulose, Cetearyl Glucoside, Sodium Polyacrylate, Sodium Polyacrylate Starch, Propylene Glycol, Boron Nitride, Xylitylglucoside, Butylene Glycol, Caprylyl Glycol, Parfum/Fragrance, Anhydroxylitol, Ethylhexylglycerin, Xylitol, Bisabolol, Disodium Edta, Tartaric Acid, Tocopherol, Glucose, Tamarindus Indica Extract, Marrubium Vulgare Extract, Peg-8 Methyl Ether Dimethicone, Lycium Barbarum Fruit Extract, Citric Acid, Ficus Carica (Fig) Fruit Extract, Malpighia Emarginata (Acerola) Seed Extract, Furcellaria Lumbricalis Extract, Sodium Benzoate, Rhododendron Ferrugineum Extract, Potassium Sorbate, Sorbic Acid, Lapsana Communis Flower/Leaf/Stem Extract, Maris Sal/Sea Salt/Sel Marin, Ci 14700/Red 4, [V3147a].",0
Peter Thomas Roth,Hungarian Thermal Water Mineral-Rich Moisturizer,58.0,4.0,"Water/Aqua/Eau, Dimethicone, Peg/Ppg-18/18 Dimethicone, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Cholesterol, C12-15 Alkyl Benzoate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Ceramide NP, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Glycerin, Adenosine, Honey (Mel), Diamond Powder, Phospholipids, Trehalose, Helianthus Annuus (Sunflower) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Persica (Peach) Kernel Oil, Hippophae Rhamnoides Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Paeonia Lactiflora Root Extract, Fagus Sylvatica Bud Extract, Saccharomyces/Magnesium Ferment, Leuconostoc/Radish Root Ferment Filtrate, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Lecithin, Sodium PCA, Sodium Hydroxide, Polysilicone-11, Polymethylsilsesquioxane, Mica, Decyl Glucoside, Ethoxydiglycol, Carbomer, Disodium EDTA, Butylene Glycol, Propylene Glycol, Hexylene Glycol, Caprylyl Glycol, Benzoic Acid, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",0
Tarte,Double Duty Beauty First Step Prep Moisture Reset Cream,35.0,4.6,"Water/Aqua/Eau, Octyldodecyl Neopentanoate, Caprylic/Capric Triglyceride, Cetearyl Methicone, Dimethicone, Glycerin, Pyrus Malus (Apple) Fruit Extract, Hydrogenated Ethylhexyl Olivate, Butylene Glycol, Cetearyl Alcohol, Polysorbate 20, Polyglyceryl-2 Stearate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Avena Sativa (Oat) Bran Extract, Caprylyl Glycol, Octyldodecanol, Carbomer, Citrus Aurantium Dulcis (Orange) Peel Oil, Hydrogenated Olive Oil Unsaponifiables, Limonene, Disodium EDTA, Citrus Aurantium Dulcis (Orange) Peel Extract, Hexylene Glycol, Sodium Hydroxide, Helianthus Annuus (Sunflower) Seed Oil, Vitex Agnus Castus Extract.",0
cocokind,Texture Smoothing Cream,19.99,4.3,"Water, Cucumis Sativus (Cucumber) Fruit Water, Squalane, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil*, Cetyl Alcohol, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, Apium Graveolens (Celery) Seed Extract, Arginine, Camellia Japonica Seed Oil***, Glycerin, Lecithin, Linum Usitatissimum (Linseed) Seed Extract**, Panax Ginseng Root Extract, Pullulan, Sclerotium Gum, Sodium Phytate, Sorbitan Trioleate, Stearic Acid, Xanthan Gum, Caprylhydroxamic Acid, Ethylhexylglycerin, Glyceryl Caprylate, Tanacetum Vulgare Extract, Mentha Piperita (Peppermint) Extract, Cucumis Sativus (Cucumber) Fruit Extract.

*Certified Organic
**Flax Extract
***Tsubaki Seed Oil",0
L'Or̩al,Revitalift Anti-Wrinkle + Firming Face & Neck Cream,17.99,4.1,"Aqua / Water, Cyclohexasiloxane, Glycerin, Paraffinum Liquidum / Mineral Oil, Propanediol, Myristyl Myristate, Shorea Robusta Seed Butter, Stearic Acid, Palmitic Acid, Peg-100 Stearate, Cera Alba / Beeswax, Glyceryl Stearate, Peg-20 Stearate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Cetyl Alcohol, Phenoxyethanol, Stearyl Alcohol, Hydrolyzed Soy Protein, Isohexadecane, Caprylyl Glycol, Glycine Soja Protein / Soybean Protein, Parfum / Fragrance, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Triethanolamine, Polysorbate 80, Retinyl Palmitate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Acetyl Trifluoromethylphenyl Valylglycine, Myristic Acid, Pentylene, Glycol, Sorbitan Oleate, Sodium Cocoyl Glutamate, Faex Extract / Yeast Extract, Ethylhexylglycerin, Sodium Benzoate, Isobutane, Phenethyl Alcohol, Benzyl Salicylate, Benzyl Alcohol, Potassium Sorbate, Benzyl Benzoate, Centella Asiatica Extract, Linalool, Hexyl Cinnamal, Citronellol, Limonene, Geraniol, Alpha-Isomethyl Ionone, Salicyloyl Phytosphingosine, Tocopherol.",0
Pacifica,Cosmic Hemp CBD Everything Balm,15.0,4.7,"Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Polyhydroxystearic Acid, Vitis Vinifera (Grape) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Euphorbia Cerifera (Candelilla) Wax, Butyrospermum Parkii (Shea) Butter, Jojoba Esters, Cannabis Sativa (Hemp) Seed Oil, Parfum*, Tapioca Starch, Trihydroxystearin, Cannabidiol, Tocopherol (Vitamin E), Moringa Oleifera Seed Oil, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Amber Powder, Coccinia Indica Fruit Extract, Ocimum Sanctum Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract.

*Scent blend with natural and/or essential oils",0
Follain,Moisturizer: Replenish + Protect,32.0,4.8,"Water/Aqua/Eau, Glycerin, Aloe Barbadensis Leaf Juice, Rosa Damascena Flower Water, Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Cetearyl Olivate, Pentylene Glycol, Dicaprylyl Ether, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, Hydrogenated Vegetable Glycerides, Sorbitan Olivate, Cocos Nucifera (Coconut) Oil, Theobroma Cacao (Cocoa) Seed Butter, Palmitoyl Tripeptide-38, Bakuchiol, Sodium Hyaluronate, Moringa Oleifera Seed Oil, Rosa Canina Fruit Oil, Moringa Oleifera Leaf Extract, Squalane, Macrocystis Pyrifera (Kelp) Extract, Citrus Limon (Lemon) Peel Extract, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Glyceryl Caprylate, Xanthan Gum, Sodium Hydroxide, Citric Acid, Caprylhydroxamic Acid, Olive Oil Decyl Esters, Hydroxypropyl Cyclodextrin, Tocopherol, Potassium Sorbate, Sodium Benzoate.",0
Mario Badescu,Oil Free Moisturizer SPF 17,24.0,4.2,"Active: Avobenzone 2%, Octinoxate 7.5%, Oxybenzone 5%.

Inactive: Aqua (Water, Eau), Stearic Acid, Cetyl Alcohol, Ethylhexyl Methoxycrylene, Glyceryl Stearate SE, Myristyl Lactate, Myristyl Alcohol, Carbomer, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol.",0
Clinique,Clinique Smart Clinical MD Multi-Dimensional Age Transformer Revolumize,69.0,4.5,"Water\Aqua\Eau, Butylene Glycol, Butyrospermum Parkii (Shea Butter), Cetearyl Alcohol, Hydrogenated Polyisobutene, Phenyl Trimethicone, Sucrose, Glycerin, Polyglyceryl-3 Beeswax, Cetyl Esters, Isostearyl Neopentanoate, Peg-100 Stearate, Hdi/Trimethylol Hexyllactone Crosspolymer, Cetearyl Glucoside, Acetyl Glucosamine, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Yeast Extract\Faex\Extrait De Levure, Methyl Glucose Sesquistearate, Centaurium Erythraea (Centaury) Extract, Micrococcus Lysate, Polysilicone-11, Acetyl Octapeptide-3, Acetyl Hexapeptide-8, Ergothioneine, Biotin, Whey Protein\Lactis Protein\Prot̩ine Du Petit-Lait, Ursolic Acid, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Glycine Soja (Soybean) Protein, Tocopheryl Acetate, Camellia Sinensis Leaf Extract, Isoleucine, Saccharomyces Ferment Filtrate, Leucine, Soy Amino Acids, Carbomer, Polymethyl Methacrylate, Hydroxyethyl Urea, Caffeine, Caprylyl Glycol, Pyrus Malus (Apple) Fruit Extract, Polybutene, Hydrolyzed Soy Protein, Dimethicone, Sodium Hyaluronate, Linoleic Acid, Stearic Acid, Aminomethyl Propanol, Adenosine Phosphate, Acetyl Carnitine Hcl, Creatine, Menthanediol, Lecithin, Aminopropyl Ascorbyl Phosphate, Silica, 1,2-Hexanediol, Calcium Chloride, Hydroxyethylcellulose, Sodium Citrate, Citric Acid, Disodium Edta, Potassium Sorbate, Bht, Sodium Benzoate, Sodium Dehydroacetate, Phenoxyethanol, Ext. Violet 2 (CI 60730), Red 33 (CI 17200).",0
Kiehl's Since 1851,Super Multi Corrective Cream SPF 30,68.0,3.6,"Aqua/Water, Glycerin, Dicaprylyl Ether, Butyrospermum Parkii Butter/Shea Butter, Hydroxypropyl Tetrahydropyrantriol, Isononyl Isononanoate, Isopropyl Isostearate, Propylene Glycol, Sodium Tetrahydrojasmonate, Cetyl Alcohol, Dimethicone, Behenyl Alcohol, Dipropylene Glycol, Stearic Acid, Glyceryl Stearate, Palmitic Acid, Phenoxyethanol, Cetearyl Alcohol, Carbomer, Arachidyl Alcohol, Caprylyl Glycol, Peg-100 Stearate, Xanthan Gum, Sodium Hydroxide, Cetearyl Glucoside, Stearyl Alcohol, Hydrolyzed Hyaluronic Acid, Disodium Edta, Rosmarinus Officinalis Leaf Oil/Rosemary Leaf Oil, Adenosine, Limonene, Pelargonium Graveolens Flower Oil, Lavandula Hybrida Oil, Cucumis Sativus Fruit Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Sclareolide, Rosa Spp/Rose Flower Oil, Jasminum Officinale Extract/ Jasmine Extract, Citric Acid",0
Vichy,LiftActiv Retinol HA Anti-Wrinkle Concentrate Serum,45.0,4.4,"Aqua /Water, Glycerin, Dicaprylyl Ether, Isopropyl Isostearate, Octyldodecanol, Sodium Tetrahydro Jasmonate, Glycine Soja Oil / Soybean Oil, Cetyl Alcohol, Propylene Glycol, Behenyl Alcohol, Peg-100 Stearate, Stearyl Alcohol, Carbomer, Arachidyl Alcohol, Cetearyl Alcohol, Cetearyl Glucoside, Retinol, Sodium Hyaluronate, Sodium Hydroxide, Phenoxyethanol, Adenosine, Ammonium Polyacryldimethyltauramide /Ammonium Polyacryloyldimethyl Taurate, Caprylyl Glycol, Parfum /Fragrance.",0
Andalou Naturals,DMAE Lift & Firm Cream,26.99,4.7,"Aloe Barbadensis Leaf Juice*, Purified Water (aqua), Butyrospermum Parkii (shea) Butter***, Glyceryl Stearate, Argania Spinsosa (argan) Kernel Oil*, Simmondsia Chinensis (jojoba) Seed Oil*, Fruit Stem Cells (malus Domestica, Solar Vitis) And Bioactive Berry Complex*, Dimethylaminoethanol (dmae), Sodium Hyaluronate, Tocopherol, Resveratrol, Ubiquinone (coq10), Helianthus Annuus (sunflower) Seed Oil*, Panthenol, Allantoin, Magnesium Ascorbyl Phosphate (vitamin C), Bisabolol, Riboflavin, Borago Officinalis (borage) Seed Oil*, Oenothera Biennis (evening Primrose) Oil*, Camellia Sinensis (white Tea) Leaf Extract***, Hibiscus Sabdariffa Flower Extract***, Phenethyl Alcohol, Ethylhexylglycerin, Raspberry Isolates, Vanilla Isolates, Citrus Aurantium Dulcis (orange) Peel Oil*.

*certified Organic Ingredients **fair Trade Ingredients",0
Juice Beauty,Nutrient Moisturizer,42.0,3.7,"Organic juices of vitis vinifera (Organic White Grape Juice)*, Aloe Barbadensis (Organic Aloe Juice)*, Butyrospermum Parkii (Organic Shea Butter)*, Vegetable Glycerin, Vitis Vinifera (Grape Seed Oil), Cetearyl Alcohol, Cetearyl Glucoside, Gluconolactone, Organic Plant Oils Of Simmondsia Chinensis (Organic Jojoba Seed Oil)*, Oenothera Biennis (Organic Evening Primrose Oil)*, Linum Usitatissimum (Organic Linseed Oil)*, Borago Officinalis (Organic Borage Seed Oil)*, Limnanthes Alba (Meadowfoam Seed Oil), Sodium Benzoate, Xanthan Gum, Tocopherol (Vitamin E), Sorbitan Stearte, Stearyl & Benzyl Alcohol, Panthenol (Vitamin B5), Magnesium Ascorbyl Phosphate (Vitamin C), Beta Carotene, Sodium Hyaluronate (Vegetable Hyaluronic Acid), Botanical Extracts Of Calendula Officinalis (Marigold Flower Extract), Chamomilla Recutita (Chamomile Leaf Extract), Tilia Cordata (Linden Leaf Extract), Algae Extract, Sodium Hydroxide, Potassium Sorbate, Copernicia Cerifera (Carnauba Wax), Litsea Cubeba (May Chang), Cananga Odorata (Ylang Ylang), Boswellia Carterii (Frankincense) And Commiphora Myrrha (Myrrh) Pure Essential Oils.
",0
Clinique,Even Better Skin Tone Correcting Lotion SPF 20,53.0,3.3,"Active: Octisalate 5.00%, Avobenzone 3.00%, Octocrylene 2.70%.

Inactive: Water / Aqua / Eau, Dimethicone, Yeast Extract / Faex / Extrait De Levure, Butyloctyl Salicylate, PEG-100 Stearate, Trisiloxane, Butylene Glycol, HDI / Trimethylol Hexyllactone Crosspolymer, Ascorbyl Glucoside, Coco-Caprylate / Caprate, Polyethylene, Glyceryl Stearate, PEG-6, Glycerin, Olea Europaea (Olive) Fruit Extract, Citrus Grandis (Grapefruit) Peel Extract, Triticum Vulgare (Wheat Bran) Extract, Laminaria Saccharina Extract, Trametes Versicolor Extract, Cucumis Sativus (Cucumber) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Scutellaria Baicalensis Root Extract, Punica Granatum (Pomegranate) Fruit Juice, Oryza Sativa (Rice) Bran Extract, Salicylic Acid, Caffeine, Linoleic Acid, Cholesterol, Acetyl Glucosamine, Sodium Rna, Dipotassium Glycyrrhizate, Steareth-21, Sucrose, Tromethamine, Di-C12-18 Alkyl Dimonium Chloride, Sodium Hyaluronate, Cetyl Alcohol, Ammonium Acryloyldimethyltaurate / VP Copolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Caprylyl Glycol, Dimethiconol, Trehalose, Tocopheryl Acetate, Hexylene Glycol, Silica, Sodium Hydroxide, Xanthan Gum, Disodium EDTA, Phenoxyethanol.
",0
Dermalogica,Power Rich,190.0,4.5,"Water/Aqua/Eau, Cyclopentasiloxane, Methylheptyl Isostearate, Diglycerin, Dimethicone, Cetyl Alcohol, Aleurites Moluccana Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Glyceryl Stearate, PEG-100 Stearat, Isohexadecane, Dimethicone Crosspolymer, Allantoin, Rosa Centifolia Flower Extract, Dimethiconol, Tocopheryl Acetate, Urea, Glucosamine HCl, Algae Extract, Yeast Extract, Palmitoyl Pentapeptide-4, Arginine/Lysine Polypeptide, Glycerin, Butylene Glycol, Glycine Soja (Soybean) Protein, Oryza Sativa (Rice) Bran Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Hydrolyzed Soy Protein, Panthenol, Bisabolol, Polyquaternium-37,Retinyl Palmitate,Sodium Ascorbyl Phosphate,Camellia Sinensis Leaf Extract,Corallina Officinalis Extract,Macrocystis Pyrifera Extract,Hydrolyzed Wheat Protein,PVP,Oleth-20,Carbomer, Polysorbate 20, Benzyl Alcohol,Phenoxyethanol, Limonene, Jasminum Officinale (Jasmine) Oil, Citrus Grandis (Grapefruit) Peel Oil, Zingiber Officinale (Ginger) Root Oil.",0
